ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"110.78.149.65","elite","AS131090","TH","CAT-BB","178","N/A","4145","socks4","4303","2","2023-09-06T11:07:17.784Z","81","2995","3705"
"5.133.30.141","elite","AS199046","PS","JetNet for Information Technology and Telecommunications Limited Liability Comp","58","JETNET for Communication and Information Technology Ltd.","5678","socks4","801","1","2023-09-06T11:07:06.774Z","95","3541","3715"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","17","DigitalOcean, LLC","58927","socks5","4593","1","2023-09-06T11:07:06.775Z","100","3723","3723"
"103.240.33.145","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","128","Vihaan","8291","socks4","508","1","2023-09-06T11:07:06.693Z","99","3631","3680"
"185.105.237.11","elite","AS212248","IR","Abolfazl-Shirdel","16","Amnpardaz Soft Corporation","3128","socks5","4894","1","2023-09-06T11:07:06.694Z","100","3642","3660"
"88.198.165.115","elite","AS24940","DE","Hetzner","15","Astrid Stolper + André Malo GbR","48139","socks5","2593","1","2023-09-06T11:06:55.980Z","88","3188","3617"
"47.110.59.192","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","295","Aliyun Computing Co., LTD","9999","socks5","5015","1","2023-09-06T11:06:55.880Z","38","1438","3739"
"37.186.242.183","elite","AS12874","IT","Fastweb Networks","100","N/A","8080","socks4","4900","1","2023-09-06T11:06:55.881Z","86","3265","3781"
"193.59.26.116","elite","AS207684","PL","Bajtnet Spolka Z Ograniczona Odpowiedzialnoscia","48","BAJTNET Sp. z o.o.","4153","socks4","5004","1","2023-09-06T11:06:45.881Z","93","3357","3620"
"103.119.55.155","elite","AS63859","ID","PT. Eka Mas Republik","200","Myrepublic","8080","socks4","3508","1","2023-09-06T11:06:45.882Z","98","3620","3685"
"24.9.18.47","elite","AS33652","US","Comcast Cable Communications, LLC","198","Comcast Cable Communications","21231","socks5","1216","1","2023-09-06T11:06:45.880Z","85","3113","3680"
"91.199.93.32","elite","AS44352","UA","I.T.T. Tehnologiya LLC","46","I.T.T. Tehnologiya LLC","4153","socks4","5001","1","2023-09-06T11:06:45.879Z","75","2811","3773"
"103.66.233.185","elite","AS134014","IN","NET 4 U SERVICES","130","N/A","4145","socks4","447","1","2023-09-06T11:06:34.989Z","98","3703","3779"
"75.119.203.142","elite","AS26347","US","New Dream Network, LLC","152","New Dream Network, LLC","15745","socks5","4806","1","2023-09-06T11:06:34.991Z","100","3809","3811"
"185.238.228.96","elite","AS209242","GB","Cloudflare London, LLC","11","Invermae Solutions SL","80","socks4","3893","1","2023-09-06T11:06:34.991Z","100","3657","3657"
"170.78.15.56","elite","AS53201","BR","Virtual Telecom Ltda","201","Virtual Telecom Ltda","4153","socks4","4497","1","2023-09-06T11:06:25.087Z","95","3645","3827"
"103.121.62.133","elite","AS138146","BD","North Bengal Online","185","North Bengal Online","5678","socks4","4997","1","2023-09-06T11:06:25.088Z","99","3727","3766"
"104.21.194.19","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2411","2","2023-09-06T11:06:25.085Z","100","3665","3665"
"159.65.243.101","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","54321","socks4","2907","1","2023-09-06T11:06:25.087Z","100","3674","3684"
"200.58.74.6","elite","AS27839","BO","Comteco Ltda","196","Comteco Ltda","5678","socks4","5100","1","2023-09-06T11:06:25.086Z","100","3686","3699"
"103.214.156.24","elite","AS135339","BD","Fuad Muhammad Shorfuddin","162","N/A","5678","socks4","5103","1","2023-09-06T11:06:25.174Z","86","3185","3709"
"104.248.154.128","elite","AS14061","SG","DigitalOcean, LLC","167","DigitalOcean, LLC","3128","socks4","4618","1","2023-09-06T11:06:25.186Z","94","3454","3672"
"38.127.173.249","elite","AS174","US","Cogent Communications","93","Torlandia Trading SRL","55994","socks5","4991","1","2023-09-06T11:06:25.187Z","100","3627","3634"
"41.242.90.3","elite","AS37612","GN","1st RO","123","N/A","57520","socks4","5093","1","2023-09-06T11:06:15.079Z","98","3665","3751"
"154.113.161.129","elite","AS37282","NG","Mainone Cable Company","133","Mainone Cable Company","5678","socks4","2305","1","2023-09-06T11:06:15.075Z","100","3730","3733"
"77.79.187.74","elite","AS24955","RU","JSC \"Ufanet\"","72","JSC Ufanet","8080","socks4","4794","1","2023-09-06T11:06:15.080Z","100","3683","3690"
"102.66.237.47","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","189","Herotel","5678","socks4","4798","1","2023-09-06T11:06:15.081Z","60","2174","3648"
"172.67.69.9","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4697","1","2023-09-06T11:06:15.076Z","100","3703","3703"
"27.128.203.134","elite","AS4134","CN","China Telecom","202","Chinanet HE","7300","socks5","4292","1","2023-09-06T11:06:15.079Z","79","2900","3666"
"182.253.246.31","elite","AS17451","ID","BIZNET","192","N/A","4153","socks4","3999","1","2023-09-06T11:06:15.078Z","98","3609","3672"
"94.191.67.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","295","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","4803","1","2023-09-06T11:06:04.385Z","82","3095","3778"
"75.119.206.91","elite","AS26347","US","New Dream Network, LLC","198","New Dream Network, LLC","32524","socks5","494","1","2023-09-06T11:06:04.384Z","100","3777","3778"
"186.249.240.146","elite","AS263027","BR","R. F. COVRE - INFORMATICA","288","R. F. COVRE - INFORMATICA","50733","socks4","2701","1","2023-09-06T11:06:04.382Z","54","2039","3781"
"119.42.110.113","elite","AS131090","TH","CAT-BB","197","N/A","4145","socks4","533","1","2023-09-06T11:06:04.384Z","90","3340","3713"
"192.12.113.226","elite","AS61942","BR","Turbonet Telecom Ltda","187","Turbonet Telecom Ltda","4145","socks4","4606","1","2023-09-06T11:06:04.383Z","78","2953","3776"
"128.199.79.8","elite","AS14061","SG","DigitalOcean, LLC","192","DigitalOcean, LLC","7497","socks5","5007","78","2023-09-06T11:06:04.381Z","92","3442","3743"
"77.48.246.114","elite","AS16019","CZ","UPC Czech","79","MORAVIKUM, spol. s r. o.","7497","socks5","2593","1","2023-09-06T11:06:04.982Z","28","1061","3808"
"172.67.3.98","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4990","1","2023-09-06T11:06:04.383Z","100","3732","3733"
"45.76.63.76","elite","AS20473","US","Choopa","185","Vultr Holdings, LLC","58351","socks4","5291","1","2023-09-06T11:06:04.382Z","15","584","3809"
"197.245.36.213","elite","AS11845","ZA","Vox Telecom","171","Vox Telecom (Pty) Ltd","5678","socks4","4909","1","2023-09-06T11:05:54.290Z","88","3330","3772"
"190.211.161.210","elite","AS262589","CL","INTERNEXA Chile S.A","210","Tumundo Digital Telecomunicaciones SPA","32410","socks4","4789","2","2023-09-06T11:05:54.290Z","99","3719","3761"
"108.175.23.49","elite","AS33258","US","Computer Solutions","119","Computer Solutions","13135","socks4","2911","1","2023-09-06T11:05:54.290Z","99","3756","3789"
"103.47.93.200","elite","AS134058","IN","Broban Internet Services Pvt.ltd","147","Broban  PVT Ltd.","1080","socks4","3400","1","2023-09-06T11:05:54.289Z","99","3761","3796"
"78.29.4.218","elite","AS8369","RU","Intersvyaz-2 JSC","70","Intersvyaz-2 JSC","4145","socks4","4395","1","2023-09-06T11:05:44.575Z","100","3803","3808"
"1.179.194.137","elite","AS131293","TH","TOT Public Company Limited","196","TOT Public Company Limited","4153","socks4","237","84","2023-09-06T11:05:44.490Z","100","3713","3727"
"103.251.222.33","elite","AS58972","IN","BHOMIKA","196","Bhomika","4145","socks4","4999","1","2023-09-06T11:05:43.677Z","100","3739","3748"
"36.90.59.221","elite","AS7713","ID","PT. Telekomunikasi Indonesia","174","Telekomunikasi Indonesia","4153","socks4","4600","1","2023-09-06T11:05:43.678Z","80","3022","3786"
"110.138.97.59","elite","AS7713","ID","PT. TELKOM INDONESIA","193","N/A","8080","socks4","4498","1","2023-09-06T11:05:43.677Z","90","3247","3616"
"182.253.158.52","elite","AS17451","ID","BIZNET","173","N/A","5678","socks4","5098","1","2023-09-06T11:05:33.577Z","98","3649","3717"
"136.243.214.242","elite","AS24940","DE","Hetzner Online GmbH","80","N/A","47064","socks4","324","2","2023-09-06T11:05:33.590Z","100","3678","3678"
"101.42.116.41","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","186","Tencent Cloud Computing (Beijing) Co., Ltd","10809","socks4","4809","1","2023-09-06T11:05:33.577Z","80","2989","3730"
"50.63.26.13","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","53887","socks4","5093","1","2023-09-06T11:05:33.579Z","100","3722","3724"
"91.135.80.66","elite","AS43513","LV","Sia Nano IT","50","SIA Infonet Sistemas","33427","socks5","2383","1","2023-09-06T11:05:33.590Z","100","3744","3757"
"118.69.62.229","elite","AS18403","VN","Vietnam Internet Network Information Center","218","N/A","5678","socks4","1513","2","2023-09-06T11:05:33.579Z","98","3646","3709"
"178.254.168.130","elite","AS205570","US","Turkcell Internet","64","Turkcell Iletisim Hizmetleri","8730","socks4","5006","1","2023-09-06T11:05:33.580Z","83","3071","3690"
"191.102.135.67","elite","AS394474","US","Webline Services","81","Corporate Network","3128","socks4","4101","1","2023-09-06T11:05:23.380Z","77","2867","3730"
"186.251.255.245","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","286","Seanet Telecom Carazinho Eireli","31337","socks4","5006","1","2023-09-06T11:05:23.284Z","78","2932","3743"
"171.241.47.172","elite","AS7552","VN","Viettel Corporation","277","VIETEL","4007","socks4","4509","1","2023-09-06T11:05:23.283Z","83","3019","3650"
"216.105.130.33","elite","AS20081","US","NET2ATLANTA.COM LLC","110","NET2ATLANTA.COM LLC","39593","socks4","4597","1","2023-09-06T11:05:23.284Z","100","3799","3808"
"173.255.202.28","elite","AS63949","US","Akamai Technologies, Inc.","187","Linode","39319","socks5","4092","1","2023-09-06T11:05:13.380Z","99","3601","3625"
"61.7.138.171","elite","AS131090","TH","CAT Telecom Public Company Limited","196","National Telecom Public Company Limited","4145","socks4","4699","1","2023-09-06T11:05:13.380Z","72","2701","3761"
"177.125.206.157","elite","AS262346","BR","FP Telecomunicacoes Ltda","288","FP Telecomunicacoes Ltda","4145","socks4","3697","1","2023-09-06T11:05:12.583Z","81","2961","3639"
"94.182.26.44","elite","AS31549","IR","Aria Shatel Company Ltd","139","Shtl NET DED","4153","socks4","4501","1","2023-09-06T11:05:12.581Z","97","3660","3789"
"169.239.221.89","elite","AS328471","ZA","Herotel","285","N/A","1080","socks4","5088","1","2023-09-06T11:05:12.584Z","99","3747","3798"
"178.22.221.201","elite","AS203877","RS","Astra Telekom DOO Beograd","89","Madnet","4145","socks4","4519","1","2023-09-06T11:05:12.579Z","99","3605","3643"
"45.126.168.178","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","192","NET 4 U Services PVT LTD","8080","socks4","5105","1","2023-09-06T11:05:12.580Z","97","3584","3681"
"91.134.157.82","elite","AS16276","FR","OVH SAS","8","OVH","15220","socks4","4999","1","2023-09-06T11:05:12.581Z","23","854","3794"
"176.58.121.182","elite","AS63949","GB","Akamai Technologies, Inc.","10","Linode","3128","socks5","1510","1","2023-09-06T11:05:02.388Z","75","2752","3672"
"181.78.13.91","elite","AS52468","CO","IFX Networks Argentina S.R.L","192","UFINET COLOMBIA, S. A","5678","socks4","4595","1","2023-09-06T11:05:02.487Z","99","3610","3638"
"200.41.148.2","elite","AS10834","AR","Telefonica de Argentina","291","Telefonica de Argentina","12000","socks4","5000","1","2023-09-06T11:05:02.474Z","84","2996","3576"
"180.183.204.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","160","Triple T Broadband Public Company Limited","8080","socks4","4698","1","2023-09-06T11:05:02.390Z","92","3420","3737"
"92.38.45.72","elite","AS61979","RU","Stolica Svyazi Ltd.","91","Stolica Svyazi Ltd","3629","socks4","211","1","2023-09-06T11:05:02.387Z","93","3445","3701"
"140.250.93.245","elite","AS4134","CN","Chinanet","199","Chinanet SD","1080","socks4","5104","1","2023-09-06T11:05:02.390Z","78","2891","3708"
"186.251.255.17","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","215","Seanet Telecom Carazinho Eireli","31337","socks4","5096","1","2023-09-06T11:05:02.386Z","99","3697","3719"
"93.90.212.2","elite","AS44963","RU","Stavtelecom LLC","78","JSC KMVtelecom network","4153","socks4","3099","1","2023-09-06T11:04:51.394Z","100","3762","3773"
"139.162.182.54","elite","AS63949","DE","Akamai Technologies, Inc.","88","Linode, LLC","11127","socks5","4887","1","2023-09-06T11:04:51.577Z","97","3581","3686"
"163.53.205.161","elite","AS58898","IN","Rainbow communications India Pvt Ltd","174","Rainbow communications India Pvt Ltd","4153","socks4","2094","1","2023-09-06T11:04:41.479Z","100","3765","3778"
"82.196.25.134","elite","AS30781","FR","Datacenter DZ","85","Datacenter DZD","7497","socks5","424","1","2023-09-06T11:04:41.476Z","100","3788","3789"
"103.84.178.193","elite","AS136279","IN","Glo Internet Services Pvt Ltd","152","Glo  Pvt Ltd","4153","socks4","5090","1","2023-09-06T11:04:41.474Z","100","3636","3648"
"103.109.56.221","elite","AS151080","BD","Skynet Chowmuhani","196","N/A","1080","socks4","4087","1","2023-09-06T11:04:41.480Z","65","2387","3697"
"54.38.195.161","elite","AS16276","PL","OVH SAS","100","OVH Sp. z o. o","63851","socks5","5006","1","2023-09-06T11:04:41.478Z","100","3747","3750"
"185.84.64.101","elite","AS40975","RO","CHML Web Services SRL","86","CHML Web Services SRL","45692","socks4","3501","1","2023-09-06T11:04:41.475Z","100","3738","3747"
"14.248.94.123","elite","AS45899","VN","VNPT","231","Vietnam Posts and Telecommunications Group","5678","socks4","4984","1","2023-09-06T11:04:40.577Z","93","3456","3730"
"37.230.154.121","elite","AS198770","RU","Virtual Infrastructures Network","43","N/A","3629","socks4","5797","1","2023-09-06T11:04:40.577Z","98","3667","3753"
"125.27.253.117","elite","AS23969","TH","TOT Public Company Limited","201","TOT Public Company Limited","8080","socks4","3595","1","2023-09-06T11:04:40.575Z","46","1677","3670"
"185.203.220.16","elite","AS211974","ES","Airecom Internet, S.L.","97","Airecom Servers","1080","socks4","4590","1","2023-09-06T11:04:40.488Z","98","3683","3776"
"177.55.57.69","elite","AS262493","BR","Webby Tecnologia Ltda","284","Webby Tecnologia Ltda","3128","socks5","5005","1","2023-09-06T11:04:40.574Z","99","3676","3715"
"50.47.75.212","elite","AS20055","US","Wholesail networks LLC","188","Ziply Fiber","5678","socks4","1184","1","2023-09-06T11:04:30.283Z","98","3673","3758"
"65.108.57.128","elite","AS24940","FI","Hetzner Online GmbH","37","Hetzner Online GmbH","10001","socks5","1994","1","2023-09-06T11:04:30.283Z","100","3682","3682"
"203.30.191.92","elite","AS209242","US","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks5","4097","1","2023-09-06T11:04:19.487Z","100","3715","3716"
"89.237.33.65","elite","AS20485","RU","multi-origin SUTTK","71","N/A","51549","socks4","212","1","2023-09-06T11:04:19.485Z","99","3673","3714"
"121.101.186.201","elite","AS38785","ID","BAGUSNET","207","N/A","43296","socks4","4611","1","2023-09-06T11:04:19.484Z","93","3509","3789"
"52.97.183.166","elite","AS8075","NL","Microsoft Corporation","11","Microsoft Corporation","80","socks4","4604","1","2023-09-06T11:04:19.486Z","100","3671","3671"
"5.135.178.153","elite","AS16276","FR","OVH SAS","5","OVH","26506","socks4","2902","1","2023-09-06T11:04:19.581Z","100","3738","3738"
"181.88.73.182","elite","AS7303","AR","Telecom Argentina S.A","252","Telecom Acceso","5678","socks4","1503","84","2023-09-06T11:04:19.483Z","100","3767","3782"
"185.172.129.13","elite","AS204154","US","First Server Limited","90","FirstByte","7497","socks5","4212","1","2023-09-06T11:04:19.483Z","97","3666","3765"
"46.241.57.29","elite","AS21127","RU","ZSTTK","99","JSC Zap-Sib TransTeleCom","1080","socks5","4909","1","2023-09-06T11:04:10.091Z","46","1738","3811"
"154.66.108.52","elite","AS37642","LS","Comnet Pty Ltd","203","ISPClients","3629","socks4","4910","1","2023-09-06T11:04:10.094Z","97","3643","3741"
"146.59.155.82","elite","AS16276","FR","OVH SAS","6","OVH","7497","socks5","5003","1","2023-09-06T11:04:10.185Z","100","3684","3684"
"103.12.246.129","elite","AS134941","IN","Instant Cable Network PVT LTD","197","Instant Cable Network PVT LTD","4145","socks4","4408","1","2023-09-06T11:04:10.093Z","99","3762","3794"
"80.232.253.108","elite","AS12578","LV","LATTELEKOM","44","Bridge Group","4153","socks4","4809","1","2023-09-06T11:04:10.089Z","100","3819","3820"
"45.112.125.58","elite","AS58369","ID","FIBERNET","188","N/A","4145","socks4","3790","1","2023-09-06T11:04:02.736Z","99","3620","3650"
"103.24.21.1","elite","AS150576","IN","Zyetek Telecom Private Limited","186","Voip Communications PVT LTD","5678","socks4","5094","1","2023-09-06T11:04:02.742Z","83","3176","3819"
"195.225.49.135","elite","AS51357","UA","INETIN","42","Freenet Ltd.","55774","socks4","3390","1","2023-09-06T11:04:02.648Z","99","3615","3662"
"185.162.230.178","elite","AS209242","GB","Cloudflare London, LLC","15","Softconstruct Limited","80","socks4","4702","1","2023-09-06T11:04:02.734Z","100","3677","3679"
"128.65.182.103","elite","AS43754","IR","Asiatech Data Transmission company","194","Asiatech Data Transmission Co.","5678","socks4","5096","1","2023-09-06T11:04:02.739Z","98","3699","3789"
"180.183.34.110","elite","AS45629","TH","Triple T Broadband Public Company Limited","186","Triple T Broadband Public Company Limited","4145","socks4","3990","1","2023-09-06T11:03:59.980Z","89","3331","3737"
"121.4.122.206","elite","AS45090","CN","China Internet Network Information Center","289","Tencent cloud computing (Beijing) Co., Ltd.","35617","socks5","4793","1","2023-09-06T11:03:59.980Z","83","3111","3762"
"178.62.3.211","elite","AS14061","GB","DigitalOcean, LLC","79","Digital Ocean","3128","socks4","908","84","2023-09-06T11:03:59.976Z","98","3546","3634"
"51.75.247.54","elite","AS16276","FR","OVH SAS","6","OVH","29237","socks5","3999","2","2023-09-06T11:03:56.548Z","99","3672","3710"
"80.26.55.178","elite","AS3352","ES","TDENET (Red de servicios IP)","85","N/A","5678","socks4","4491","85","2023-09-06T11:03:56.536Z","100","3712","3728"
"198.27.68.108","elite","AS16276","CA","OVH SAS","88","OVH Hosting, Inc.","19934","socks5","4400","82","2023-09-06T11:03:56.443Z","100","3651","3654"
"177.131.29.211","elite","AS262378","BR","Compuservice Empreendimentos Ltda","291","Compuservice Empreendimentos Ltda","4153","socks4","5097","1","2023-09-06T11:03:56.534Z","99","3644","3695"
"110.78.147.107","elite","AS131090","TH","CAT-BB","179","N/A","4145","socks4","4296","1","2023-09-06T11:03:56.450Z","73","2739","3756"
"131.0.87.225","elite","AS262420","BR","Cabonnet Internet Ltda","292","Cabonnet Internet Ltda","52017","socks4","4212","1","2023-09-06T11:03:50.241Z","97","3633","3751"
"210.213.90.26","elite","AS9299","PH","Philippine Long Distance Telephone Co.","296","Philippine Long Distance Telephone Co","8080","socks4","4405","1","2023-09-06T11:03:50.236Z","97","3642","3740"
"45.7.177.223","elite","AS266626","BR","Litoral Telecom","283","Litoral Telecom","39867","socks4","4703","1","2023-09-06T11:03:49.989Z","99","3655","3689"
"182.253.153.68","elite","AS17451","ID","BIZNET","178","N/A","5678","socks4","795","1","2023-09-06T11:03:49.987Z","93","3528","3779"
"75.119.203.49","elite","AS26347","US","New Dream Network, LLC","196","New Dream Network, LLC","32238","socks4","5096","1","2023-09-06T11:03:49.986Z","100","3754","3755"
"119.82.242.59","elite","AS24521","ID","Indonesia Network Information Center","208","N/A","4145","socks4","4501","1","2023-09-06T11:03:49.985Z","99","3657","3706"
"89.19.177.197","elite","AS15582","RU","OJSC Comcor","63","JSC AKADO-Stolitsa","1080","socks5","4902","1","2023-09-06T11:03:44.134Z","91","3365","3678"
"178.212.49.64","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","31","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","4608","1","2023-09-06T11:03:44.037Z","98","3625","3716"
"101.51.104.213","elite","AS23969","TH","TOT Public Company Limited","196","TOT Public Company Limited","4145","socks4","5012","1","2023-09-06T11:03:43.846Z","59","2242","3770"
"27.255.58.58","elite","N/A","PK","Fiberlink","200","N/A","1080","socks4","4600","1","2023-09-06T11:03:43.841Z","28","1025","3660"
"103.89.62.69","elite","AS58972","IN","Bhomika Network PVT LTD","188","Bhomika Network Pvt Ltd","4153","socks4","5183","1","2023-09-06T11:03:43.844Z","99","3695","3727"
"178.128.221.243","elite","AS14061","SG","DigitalOcean, LLC","186","Digitalocean","26323","socks5","4599","1","2023-09-06T11:03:43.847Z","100","3750","3764"
"186.126.56.195","elite","AS7303","AR","Telecom Argentina S.A.","329","Telecom Personal Bs","1080","socks5","5091","1","2023-09-06T11:03:43.845Z","40","1477","3648"
"104.129.205.123","elite","AS22616","US","ZSCALER, INC.","97","Zscaler, Inc.","10792","socks4","2394","1","2023-09-06T11:03:43.840Z","92","3333","3618"
"185.67.100.105","elite","AS34636","IR","Laser Company Ltd","105","Laser IDC","4153","socks4","4903","84","2023-09-06T11:03:43.838Z","100","3731","3749"
"103.229.85.54","elite","AS133443","BD","Ashfakur Rahman Chowdhury t/a Comilla Online","163","N/A","4145","socks4","121","1","2023-09-06T11:03:39.890Z","98","3690","3749"
"23.228.98.157","elite","AS46573","US","LayerHost","182","LayerHost","80","socks5","4401","1","2023-09-06T11:03:39.888Z","54","2021","3738"
"138.36.151.11","elite","AS263729","AR","Pedraza Luis Eduardo","295","Pedraza Luis Eduardo","8090","socks5","5091","1","2023-09-06T11:03:39.891Z","100","3727","3745"
"195.231.72.187","elite","AS202242","IT","Aruba S.p.A.","82","Aruba S.p.A. - Cloud Services","1080","socks4","5000","1","2023-09-06T11:03:39.892Z","99","3768","3806"
"191.97.2.198","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","188","TV AZTECA SUCURSAL COLOMBIA","5678","socks4","4705","1","2023-09-06T11:03:39.890Z","97","3614","3731"
"190.63.152.118","elite","AS23487","EC","CONECEL","171","CONECEL","5678","socks4","3410","1","2023-09-06T11:03:39.889Z","96","3467","3606"
"190.109.72.17","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","298","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","3903","1","2023-09-06T11:03:39.888Z","98","3699","3770"
"185.189.208.65","elite","AS51142","GE","LLC Ekspres Netvork","62","ExpressNet","4153","socks4","2593","1","2023-09-06T11:03:39.889Z","99","3749","3784"
"187.11.232.71","elite","AS27699","BR","Vivo","216","TELEF�NICA BRASIL S.A","4153","socks4","1200","1","2023-09-06T11:03:37.635Z","100","3790","3798"
"74.95.1.114","elite","AS33651","US","Comcast Cable Communications","190","Budget INN SAN Leandro","33108","socks4","5004","1","2023-09-06T11:03:37.637Z","98","3671","3727"
"183.88.6.29","elite","AS45629","TH","Triple T Broadband Public Company Limited","158","Triple T Broadband Public Company Limited","4153","socks4","1408","1","2023-09-06T11:03:37.644Z","93","3488","3733"
"111.253.122.110","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","289","Chunghwa Telecom Co. Ltd.","3629","socks4","4888","1","2023-09-06T11:03:37.643Z","6","222","3724"
"208.109.39.171","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","58438","socks4","4590","1","2023-09-06T11:03:37.645Z","100","3663","3663"
"45.112.125.57","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","5096","1","2023-09-06T11:03:31.337Z","99","3773","3810"
"104.16.108.149","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4903","1","2023-09-06T11:03:31.342Z","100","3588","3588"
"186.250.177.49","elite","AS53216","BR","Cangere Online Provedor de Internet Ltda.","293","Cangere Online Provedor de Internet Ltda","5678","socks4","5104","1","2023-09-06T11:03:31.340Z","93","3450","3701"
"114.235.230.149","elite","AS4134","CN","Chinanet","196","Chinanet JS","44844","socks5","5201","1","2023-09-06T11:03:31.335Z","57","2156","3805"
"178.32.116.99","elite","AS16276","FR","OVH SAS","8","OVH ISP","62763","socks4","4900","1","2023-09-06T11:03:31.443Z","100","3752","3762"
"51.77.65.164","elite","AS16276","DE","OVH SAS","87","OVH GmbH","31979","socks4","4301","1","2023-09-06T11:03:31.444Z","100","3749","3753"
"162.247.243.29","elite","AS54113","US","Fastly, Inc.","2","New Relic","80","socks4","4091","1","2023-09-06T11:03:29.779Z","97","3684","3794"
"88.119.49.4","elite","AS8764","LT","Telia Lietuva, AB","79","Telia Lietuva, AB","4153","socks4","4505","1","2023-09-06T11:03:29.780Z","100","3807","3809"
"146.56.172.188","elite","AS31898","KR","Oracle Corporation","289","Oracle Cloud Infrastructure (ap-seoul-1)","16070","socks4","5006","1","2023-09-06T11:03:29.777Z","56","2076","3688"
"149.20.253.104","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4903","1","2023-09-06T11:03:29.778Z","100","3722","3731"
"116.199.168.1","elite","AS45661","IN","Capture Network Systems Pvt Ltd","146","CAPTURE","4145","socks4","422","1","2023-09-06T11:03:29.776Z","99","3717","3746"
"37.221.146.138","elite","AS3255","UA","Radio Service Ltd.","41","Radio Service Ltd","1080","socks5","4202","1","2023-09-06T11:03:29.779Z","86","3210","3752"
"85.99.122.164","elite","AS47331","TR","TurkTelecom","56","Turk Telekomunikasyon A.S","4153","socks4","4700","1","2023-09-06T11:03:29.777Z","100","3756","3759"
"91.225.166.198","elite","AS56399","UA","Ayol Net, LLC","41","AYOL","4153","socks4","5009","88","2023-09-06T11:03:29.776Z","95","3544","3730"
"94.26.108.67","elite","AS204281","BG","NetX","51","N/A","2580","socks4","5002","1","2023-09-06T11:03:25.137Z","88","3334","3768"
"185.162.93.62","elite","AS41722","RU","MIRAN-VS","50","N/A","9050","socks5","4993","1","2023-09-06T11:03:25.034Z","99","3699","3730"
"89.237.32.65","elite","AS20485","RU","multi-origin SUTTK","69","N/A","51549","socks4","4392","1","2023-09-06T11:03:25.039Z","99","3708","3758"
"110.34.166.182","elite","AS45652","SG","Krypt Technologies","245","Vpls Sin1","4153","socks4","5096","1","2023-09-06T11:03:25.037Z","99","3745","3780"
"97.74.6.168","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","30961","socks4","4904","83","2023-09-06T11:03:24.948Z","99","3618","3654"
"119.40.87.97","elite","AS24122","BD","BDCOM Online Limited","183","BDCOM Online Limited","5678","socks4","4906","1","2023-09-06T11:03:19.493Z","31","1124","3676"
"139.59.99.83","elite","AS14061","SG","DIGITALOCEAN","186","DigitalOcean, LLC","80","socks5","4994","1","2023-09-06T11:03:19.490Z","100","3680","3686"
"182.253.31.83","elite","AS17451","ID","BIZNET","187","N/A","8080","socks4","4799","1","2023-09-06T11:03:19.493Z","99","3674","3709"
"137.110.161.153","elite","AS7377","US","University of California, San Diego","196","University of California, San Diego","80","socks4","5010","1","2023-09-06T11:03:19.489Z","100","3715","3718"
"151.80.123.31","elite","AS16276","FR","OVH SAS","5","BIN ABDULLAH Mahmoud Ridhwan","1080","socks4","1589","1","2023-09-06T11:03:18.339Z","98","3693","3761"
"185.171.54.35","elite","AS44285","IR","Shahrad","112","N/A","4153","socks4","4305","1","2023-09-06T11:03:18.237Z","95","3557","3737"
"37.230.154.57","elite","AS198770","RU","Virtual Infrastructures Network","48","N/A","3629","socks4","4393","1","2023-09-06T11:03:12.442Z","100","3744","3747"
